comuna,ica,fecha,id
comuna 13,38,2024-06-25,13139
comuna 3,93,2024-06-23,44022
comuna 7,73,2024-06-23,14420
comuna 1,62,2024-06-23,27450
comuna 16,22,2024-07-31,11124
comuna 11,24,2024-06-23,23507
comuna 15,21,2024-06-25,39746
comuna 4,66,2024-01-30,20411
comuna 15,94,2024-07-31,23066
comuna 4,10,2024-01-30,39625
comuna 8,38,2024-06-23,4134
comuna 2,13,2024-06-23,9845
comuna 14,32,2024-06-23,38719
comuna 5,34,2024-06-23,25731
comuna 6,58,2024-06-25,8562
comuna 5,78,2024-01-30,23422
comuna 13,74,2024-06-25,41579
comuna 11,95,2024-07-31,35722
comuna 16,85,2024-06-23,43803
comuna 16,16,2024-06-25,10127
comuna 14,92,2024-01-30,15989
comuna 16,83,2024-01-30,32774
comuna 5,96,2024-06-23,22202
comuna 13,82,2024-06-25,49127
comuna 4,81,2024-01-30,25348
comuna 5,74,2024-07-31,43638
comuna 14,98,2024-06-25,7589
comuna 4,42,2024-06-25,8287
comuna 14,84,2024-06-23,45058
comuna 8,86,2024-06-23,9980
comuna 14,42,2024-06-25,24956
comuna 15,93,2024-06-23,14191
comuna 10,40,2024-06-25,42839
comuna 10,17,2024-06-25,33133
comuna 15,99,2024-07-31,3880
comuna 14,52,2024-07-31,6913
comuna 8,70,2024-07-31,13960
comuna 8,63,2024-06-25,9278
comuna 16,47,2024-06-25,23963
comuna 1,14,2024-01-30,21221
comuna 8,92,2024-01-30,47752
comuna 16,86,2024-07-31,17526
comuna 14,70,2024-06-23,7812
comuna 5,39,2024-06-23,11862
comuna 7,19,2024-06-23,40005
comuna 7,76,2024-01-30,16966
comuna 3,40,2024-06-23,26830
comuna 2,91,2024-07-31,43176
comuna 10,99,2024-07-31,2691
comuna 14,68,2024-01-30,46466
comuna 7,11,2024-01-30,28129
comuna 11,18,2024-06-23,12411
comuna 4,37,2024-06-23,23873
comuna 5,23,2024-01-30,48196
comuna 9,40,2024-06-23,25012
comuna 2,41,2024-06-23,8283
comuna 15,50,2024-01-30,38179
comuna 12,95,2024-06-23,31115
comuna 3,88,2024-06-23,38221
comuna 1,45,2024-06-23,29412
comuna 6,11,2024-07-31,38637
comuna 11,38,2024-01-30,43517
comuna 7,42,2024-06-23,38966
comuna 15,22,2024-06-25,82
comuna 12,24,2024-07-31,27120
comuna 2,71,2024-07-31,24727
comuna 14,100,2024-01-30,4178
comuna 15,71,2024-01-30,46721
comuna 2,43,2024-06-23,30617
comuna 12,87,2024-06-23,48300
comuna 3,37,2024-01-30,46512
comuna 7,17,2024-01-30,34865
comuna 1,34,2024-01-30,12311
comuna 6,15,2024-01-30,26492
comuna 14,14,2024-07-31,14220
comuna 8,66,2024-01-30,48492
comuna 16,66,2024-01-30,28869
comuna 5,75,2024-07-31,32461
comuna 15,92,2024-07-31,38882
comuna 10,40,2024-06-25,21798
comuna 10,52,2024-01-30,21425
comuna 15,22,2024-01-30,40955
comuna 12,52,2024-06-25,33580
comuna 6,33,2024-01-30,49413
comuna 15,63,2024-06-25,49568
comuna 11,24,2024-06-25,45545
comuna 1,90,2024-07-31,11479
comuna 16,29,2024-07-31,46250
comuna 7,46,2024-01-30,22919
comuna 7,57,2024-06-25,43659
comuna 12,60,2024-01-30,24732
comuna 7,93,2024-07-31,18905
comuna 10,61,2024-01-30,7309
comuna 10,89,2024-06-23,37458
comuna 11,29,2024-06-25,26576
comuna 13,34,2024-06-23,9611
comuna 2,64,2024-06-23,11319
comuna 15,39,2024-06-25,20111
comuna 8,21,2024-06-23,1793
comuna 3,81,2024-01-30,22664
comuna 12,36,2024-06-25,27722
comuna 6,19,2024-06-23,48651
comuna 2,10,2024-07-31,24698
comuna 15,57,2024-06-23,14062
comuna 15,96,2024-01-30,19804
comuna 13,64,2024-06-25,14215
comuna 8,62,2024-07-31,34221
comuna 8,46,2024-01-30,35365
comuna 15,82,2024-06-23,47381
comuna 3,76,2024-06-23,23912
comuna 6,89,2024-06-23,4430
comuna 13,42,2024-07-31,6362
comuna 4,92,2024-06-25,25214
comuna 5,50,2024-07-31,49767
comuna 1,66,2024-06-23,11789
comuna 14,56,2024-07-31,31310
comuna 11,67,2024-06-23,4962
comuna 4,44,2024-01-30,179
comuna 14,72,2024-01-30,38720
comuna 14,91,2024-06-25,393
comuna 15,95,2024-06-25,40398
comuna 11,52,2024-01-30,39687
comuna 4,82,2024-06-23,13242
comuna 15,49,2024-01-30,46153
comuna 10,57,2024-06-23,31300
comuna 13,76,2024-01-30,102
comuna 13,96,2024-01-30,29751
comuna 16,78,2024-01-30,39032
comuna 14,29,2024-01-30,44179
comuna 1,55,2024-01-30,1693
comuna 8,59,2024-07-31,36350
comuna 8,61,2024-06-23,35297
comuna 15,98,2024-01-30,44661
comuna 13,34,2024-07-31,24257
comuna 15,90,2024-06-23,8722
comuna 7,66,2024-06-25,10587
comuna 1,54,2024-06-23,48630
comuna 4,60,2024-01-30,44846
comuna 6,84,2024-06-25,42311
comuna 7,52,2024-06-25,11187
comuna 6,74,2024-01-30,32639
comuna 1,79,2024-07-31,8979
comuna 14,97,2024-07-31,21716
comuna 1,80,2024-07-31,8067
comuna 9,18,2024-01-30,32739
comuna 7,15,2024-06-25,6964
comuna 11,23,2024-07-31,13212
comuna 15,97,2024-06-25,22526
comuna 16,35,2024-01-30,4389
comuna 5,41,2024-01-30,11506
comuna 3,32,2024-06-25,23915
comuna 16,13,2024-07-31,48177
comuna 9,42,2024-06-23,48088
comuna 11,91,2024-06-25,45645
comuna 16,40,2024-07-31,8578
comuna 6,67,2024-06-25,42547
comuna 1,30,2024-06-25,26902
comuna 6,10,2024-06-25,48135
comuna 9,41,2024-07-31,34837
comuna 15,48,2024-01-30,8716
comuna 11,71,2024-06-25,40413
comuna 15,50,2024-06-25,34893
comuna 7,20,2024-06-25,41703
comuna 8,81,2024-06-25,38413
comuna 4,51,2024-06-25,40832
comuna 12,67,2024-07-31,33483
comuna 1,25,2024-06-23,33290
comuna 2,85,2024-06-23,34225
comuna 14,99,2024-07-31,25142
comuna 15,93,2024-06-25,47110
comuna 6,32,2024-01-30,14123
comuna 8,22,2024-01-30,32428
comuna 10,26,2024-06-23,25813
comuna 6,43,2024-01-30,41595
comuna 2,28,2024-07-31,20562
comuna 15,29,2024-06-23,48261
comuna 13,30,2024-06-25,15584
comuna 8,66,2024-06-25,12504
comuna 10,74,2024-06-25,43768
comuna 4,87,2024-01-30,46478
comuna 11,16,2024-01-30,25645
comuna 5,20,2024-06-23,44608
comuna 11,75,2024-01-30,48832
comuna 12,90,2024-01-30,10821
comuna 8,67,2024-01-30,44121
comuna 7,86,2024-07-31,2375
comuna 16,95,2024-06-23,41056
comuna 8,55,2024-07-31,48764
comuna 13,90,2024-06-23,49631
comuna 11,97,2024-06-25,36145
comuna 15,36,2024-07-31,9851
comuna 8,76,2024-06-23,13050
comuna 6,30,2024-06-23,8548
comuna 10,27,2024-07-31,17521
comuna 14,31,2024-07-31,15512
comuna 4,47,2024-07-31,40560
comuna 16,37,2024-07-31,13434
comuna 9,58,2024-07-31,17011
comuna 16,90,2024-06-25,18690
comuna 6,83,2024-01-30,44853
comuna 10,92,2024-07-31,18949
comuna 16,75,2024-07-31,15518
comuna 7,14,2024-07-31,10403
comuna 16,51,2024-06-23,7677
comuna 1,53,2024-06-23,16904
comuna 10,26,2024-06-23,37757
comuna 14,16,2024-06-25,43698
comuna 4,13,2024-06-23,2013
comuna 13,72,2024-07-31,26530
comuna 8,39,2024-06-25,38908
comuna 3,51,2024-07-31,34536
comuna 15,17,2024-01-30,33733
comuna 12,78,2024-06-25,15314
comuna 15,86,2024-06-25,26848
comuna 9,61,2024-06-23,23893
comuna 5,99,2024-06-23,99
comuna 5,20,2024-01-30,17281
comuna 1,95,2024-01-30,11151
comuna 11,37,2024-01-30,45556
comuna 2,58,2024-07-31,34471
comuna 14,15,2024-01-30,23614
comuna 13,94,2024-01-30,4963
comuna 15,17,2024-06-23,4048
comuna 11,43,2024-07-31,34542
comuna 2,86,2024-01-30,18132
comuna 7,94,2024-06-25,45349
comuna 12,40,2024-01-30,9171
comuna 9,49,2024-06-25,41741
comuna 6,10,2024-01-30,34988
comuna 9,69,2024-06-25,17334
comuna 11,96,2024-01-30,9869
comuna 14,28,2024-07-31,38886
comuna 16,71,2024-06-25,19876
comuna 3,66,2024-06-25,13482
comuna 15,76,2024-06-25,27801
comuna 15,37,2024-01-30,28024
comuna 16,47,2024-07-31,41037
comuna 12,63,2024-06-25,48518
comuna 3,31,2024-06-23,736
comuna 16,42,2024-01-30,36681
comuna 5,75,2024-06-25,9357
comuna 7,46,2024-07-31,20046
comuna 8,35,2024-06-25,29127
comuna 4,62,2024-06-23,42999
comuna 6,14,2024-01-30,10196
comuna 5,11,2024-01-30,44697
comuna 7,30,2024-07-31,47482
comuna 1,15,2024-06-25,40836
comuna 2,64,2024-06-23,4884
comuna 7,90,2024-06-25,14613
comuna 1,13,2024-07-31,48643
comuna 1,12,2024-06-23,18207
comuna 11,17,2024-06-25,35049
comuna 5,95,2024-06-23,47032
comuna 8,91,2024-06-23,4840
comuna 10,15,2024-06-23,12053
comuna 3,59,2024-06-23,39894
comuna 1,84,2024-01-30,3659
comuna 7,61,2024-01-30,5541
comuna 15,79,2024-07-31,22000
comuna 13,15,2024-06-23,29603
comuna 8,63,2024-06-25,15459
comuna 5,83,2024-01-30,32791
comuna 9,29,2024-01-30,47690
comuna 9,65,2024-06-23,1011
comuna 2,54,2024-07-31,27537
comuna 7,82,2024-01-30,25182
comuna 8,15,2024-01-30,674
comuna 8,79,2024-01-30,2629
comuna 15,97,2024-01-30,25149
comuna 9,83,2024-06-25,6171
comuna 11,79,2024-07-31,9547
comuna 7,32,2024-06-25,48070
comuna 7,76,2024-07-31,10882
comuna 12,77,2024-07-31,25767
comuna 1,30,2024-06-25,45160
comuna 2,35,2024-01-30,26702
comuna 7,29,2024-07-31,17120
comuna 13,92,2024-07-31,5411
comuna 5,42,2024-07-31,16607
comuna 12,10,2024-06-25,41063
comuna 10,36,2024-01-30,34653
comuna 5,12,2024-07-31,3901
comuna 12,47,2024-06-25,35186
comuna 6,43,2024-06-23,39836
comuna 6,92,2024-07-31,40098
comuna 9,87,2024-06-23,21729
comuna 6,32,2024-07-31,37860
comuna 16,96,2024-01-30,34540
comuna 8,91,2024-06-23,20818
comuna 5,48,2024-06-25,37518
comuna 12,30,2024-06-25,30501
comuna 6,98,2024-06-25,9989
comuna 12,14,2024-06-25,35596
comuna 15,76,2024-01-30,5558
comuna 16,85,2024-06-25,6000
comuna 7,41,2024-07-31,29712
comuna 12,19,2024-06-23,3141
comuna 4,57,2024-06-23,32303
comuna 15,45,2024-07-31,42602
comuna 13,64,2024-07-31,30860
comuna 9,39,2024-07-31,6191
comuna 3,76,2024-06-23,40292
comuna 4,73,2024-01-30,11259
comuna 15,43,2024-06-25,1148
comuna 6,81,2024-01-30,17488
comuna 12,21,2024-07-31,29143
comuna 16,70,2024-01-30,5739
comuna 13,47,2024-01-30,12500
comuna 15,68,2024-06-23,3928
comuna 5,29,2024-06-23,32158
comuna 12,33,2024-01-30,43368
comuna 14,83,2024-07-31,46002
comuna 16,96,2024-06-25,8374
comuna 8,12,2024-01-30,13693
comuna 2,20,2024-06-23,46148
comuna 2,39,2024-06-23,8319
comuna 4,38,2024-06-23,19001
comuna 14,83,2024-06-23,17101
comuna 8,100,2024-06-23,32928
comuna 5,99,2024-06-25,28860
comuna 6,40,2024-06-23,12103
comuna 14,80,2024-06-25,19419
comuna 3,51,2024-06-23,8502
comuna 16,32,2024-01-30,37538
comuna 8,16,2024-06-25,22875
comuna 15,45,2024-06-25,48924
comuna 8,79,2024-07-31,16214
comuna 8,66,2024-07-31,7548
comuna 12,43,2024-01-30,14011
comuna 10,52,2024-06-23,30782
comuna 6,67,2024-01-30,12782
comuna 14,46,2024-06-23,32358
comuna 7,12,2024-06-23,7636
comuna 12,29,2024-07-31,37764
comuna 5,66,2024-07-31,9816
comuna 3,54,2024-07-31,10497
comuna 9,12,2024-06-25,43175
comuna 6,10,2024-06-25,32535
comuna 7,48,2024-06-23,24054
comuna 15,58,2024-06-25,5664
comuna 4,39,2024-07-31,45299
comuna 11,66,2024-01-30,44966
comuna 14,92,2024-07-31,36827
comuna 2,72,2024-06-23,5537
comuna 15,19,2024-07-31,42006
comuna 15,82,2024-06-25,16587
comuna 9,23,2024-06-25,27252
comuna 2,92,2024-06-25,668
comuna 11,23,2024-07-31,7883
comuna 11,11,2024-06-25,35407
comuna 13,19,2024-01-30,28215
comuna 9,59,2024-07-31,49624
comuna 13,11,2024-06-23,43678
comuna 11,31,2024-06-25,16612
comuna 4,60,2024-06-23,25008
comuna 8,66,2024-07-31,8111
comuna 14,14,2024-06-25,43780
comuna 2,74,2024-07-31,26829
comuna 4,10,2024-01-30,18503
comuna 7,80,2024-07-31,35782
comuna 2,67,2024-06-25,15069
comuna 2,27,2024-07-31,45044
comuna 11,30,2024-06-25,20195
comuna 13,99,2024-06-25,24305
comuna 13,38,2024-06-23,23203
comuna 5,22,2024-06-25,41135
comuna 10,15,2024-06-23,558
comuna 16,88,2024-07-31,1001
comuna 14,64,2024-06-23,14826
comuna 12,50,2024-01-30,8976
comuna 3,64,2024-07-31,8201
comuna 8,32,2024-07-31,26753
comuna 1,75,2024-07-31,37015
comuna 5,77,2024-01-30,42684
comuna 14,63,2024-06-23,15609
comuna 3,46,2024-01-30,42742
comuna 3,32,2024-06-23,40890
comuna 3,85,2024-06-25,8947
comuna 5,70,2024-06-25,16322
comuna 15,76,2024-07-31,18545
comuna 14,33,2024-06-25,10201
comuna 9,32,2024-06-25,44538
comuna 14,60,2024-07-31,3706
comuna 2,34,2024-06-23,2450
comuna 6,96,2024-06-23,8842
comuna 10,70,2024-06-23,3108
comuna 14,35,2024-07-31,2310
comuna 10,80,2024-06-23,45157
comuna 14,25,2024-06-23,17694
comuna 16,86,2024-07-31,37233
comuna 5,62,2024-07-31,38605
comuna 3,76,2024-06-23,29597
comuna 4,100,2024-07-31,13191
comuna 16,50,2024-07-31,41470
comuna 8,29,2024-06-25,41377
comuna 11,57,2024-01-30,11211
comuna 14,31,2024-06-25,26891
comuna 15,93,2024-06-25,11411
comuna 11,90,2024-07-31,17741
comuna 3,60,2024-06-23,36675
comuna 2,36,2024-01-30,32247
comuna 13,94,2024-06-23,31846
comuna 4,40,2024-06-23,28207
comuna 5,35,2024-06-25,3069
comuna 8,80,2024-06-25,32075
comuna 14,21,2024-01-30,34794
comuna 11,77,2024-06-25,40057
comuna 7,18,2024-06-25,375
comuna 1,45,2024-07-31,28010
comuna 15,23,2024-01-30,23052
comuna 9,41,2024-07-31,42493
comuna 3,31,2024-06-23,42039
comuna 15,90,2024-01-30,14891
comuna 12,83,2024-06-25,14822
comuna 15,85,2024-06-23,33364
comuna 2,45,2024-06-25,45203
comuna 10,82,2024-07-31,37016
comuna 7,97,2024-06-25,39020
comuna 6,96,2024-06-25,22621
comuna 16,92,2024-07-31,40288
comuna 10,24,2024-07-31,31104
comuna 8,50,2024-06-23,47094
comuna 8,62,2024-07-31,32243
comuna 15,50,2024-06-25,33068
comuna 6,87,2024-01-30,46600
comuna 14,41,2024-07-31,33921
comuna 7,38,2024-01-30,3462
comuna 14,71,2024-06-25,3930
comuna 9,94,2024-06-23,47603
comuna 15,17,2024-06-25,4537
comuna 3,10,2024-07-31,8690
comuna 12,10,2024-06-23,19752
comuna 8,48,2024-01-30,26962
comuna 5,80,2024-01-30,38834
comuna 10,61,2024-06-23,17379
comuna 11,88,2024-06-23,4702
comuna 16,10,2024-01-30,34769
comuna 6,39,2024-06-23,49778
comuna 1,59,2024-06-25,46112
comuna 5,67,2024-06-23,27202
comuna 3,72,2024-01-30,133
comuna 12,100,2024-07-31,34071
comuna 10,19,2024-01-30,48009
comuna 6,20,2024-01-30,21277
comuna 4,20,2024-06-25,32469
comuna 1,41,2024-07-31,18254
comuna 16,41,2024-01-30,41525
comuna 14,72,2024-06-23,12026
comuna 14,30,2024-01-30,6686
comuna 11,31,2024-06-23,1044
comuna 16,22,2024-07-31,26030
comuna 9,11,2024-07-31,48977
comuna 2,50,2024-06-25,34559
comuna 13,94,2024-06-23,42065
comuna 15,72,2024-06-25,12482
comuna 4,77,2024-07-31,43641
comuna 14,82,2024-01-30,33114
comuna 16,31,2024-07-31,19821
comuna 5,62,2024-07-31,2590
comuna 3,76,2024-06-23,41919
comuna 8,16,2024-06-23,42786
comuna 15,98,2024-06-25,13674
comuna 8,25,2024-06-23,40475
comuna 15,68,2024-06-23,1763
comuna 9,82,2024-01-30,9316
comuna 15,39,2024-07-31,13158
comuna 13,62,2024-06-25,7981
comuna 1,70,2024-07-31,30466
comuna 6,51,2024-06-25,14450
comuna 11,32,2024-07-31,47878
comuna 11,53,2024-01-30,35572
comuna 9,76,2024-06-25,3908
comuna 2,72,2024-01-30,34453
comuna 14,93,2024-06-23,29064
comuna 13,71,2024-07-31,23285
comuna 2,60,2024-07-31,16708
comuna 12,13,2024-01-30,40988
comuna 12,59,2024-06-25,14886
comuna 10,40,2024-07-31,12753
comuna 9,91,2024-07-31,532
comuna 7,54,2024-06-25,14991
comuna 3,57,2024-01-30,47025
comuna 15,99,2024-06-25,41632
comuna 11,91,2024-06-25,29793
comuna 8,24,2024-07-31,17542
comuna 7,15,2024-01-30,25688
comuna 6,37,2024-06-23,41625
comuna 1,61,2024-01-30,43047
comuna 7,68,2024-06-23,5965
comuna 4,33,2024-06-23,5037
comuna 15,82,2024-06-25,9863
comuna 6,22,2024-06-23,36653
comuna 3,76,2024-07-31,18552
comuna 5,83,2024-06-25,35304
comuna 10,69,2024-01-30,24055
comuna 16,87,2024-06-25,46365
comuna 6,93,2024-06-23,15254
comuna 3,30,2024-01-30,24778
comuna 13,91,2024-07-31,14371
comuna 7,29,2024-07-31,23832
comuna 16,76,2024-06-25,29552
comuna 4,80,2024-06-23,46183
comuna 1,19,2024-07-31,43783
comuna 14,48,2024-07-31,25428
comuna 9,45,2024-06-23,18232
comuna 1,70,2024-07-31,43452
comuna 3,97,2024-07-31,10579
comuna 11,65,2024-06-23,39195
comuna 5,75,2024-06-23,40475
comuna 4,69,2024-06-23,41997
comuna 16,86,2024-06-23,38347
comuna 16,74,2024-06-25,5477
comuna 5,90,2024-07-31,49080
comuna 5,76,2024-01-30,37825
comuna 6,21,2024-06-25,25347
comuna 1,95,2024-07-31,8217
comuna 13,59,2024-01-30,29677
comuna 3,38,2024-06-25,22408
comuna 8,16,2024-06-25,24105
comuna 10,66,2024-06-23,29784
comuna 3,30,2024-01-30,10756
comuna 16,31,2024-07-31,48694
comuna 10,79,2024-06-25,37674
comuna 2,59,2024-01-30,2508
comuna 9,64,2024-06-25,34467
comuna 11,74,2024-06-23,999
comuna 13,53,2024-06-23,41542
comuna 13,10,2024-06-23,19404
comuna 9,54,2024-01-30,1140
comuna 5,60,2024-06-23,17442
comuna 16,96,2024-06-25,5635
comuna 14,83,2024-06-23,49302
comuna 9,78,2024-07-31,39846
comuna 13,91,2024-06-25,3524
comuna 8,37,2024-06-25,39794
comuna 7,83,2024-06-23,37538
comuna 1,14,2024-07-31,14814
comuna 5,41,2024-01-30,28168
comuna 3,100,2024-07-31,34970
comuna 1,53,2024-07-31,17329
comuna 5,94,2024-01-30,29467
comuna 1,51,2024-06-23,22736
comuna 9,100,2024-06-25,42178
comuna 1,13,2024-06-23,44107
comuna 2,39,2024-06-25,12842
comuna 13,28,2024-06-23,25834
comuna 3,13,2024-01-30,23199
comuna 13,90,2024-06-25,45204
comuna 6,78,2024-06-25,31777
comuna 16,46,2024-07-31,1757
comuna 10,79,2024-06-23,22336
comuna 5,64,2024-07-31,37896
comuna 5,37,2024-01-30,14702
comuna 9,91,2024-07-31,25759
comuna 16,95,2024-06-25,36474
comuna 8,37,2024-06-23,23648
comuna 4,37,2024-07-31,17369
comuna 6,61,2024-06-23,39692
comuna 15,11,2024-06-23,26734
comuna 16,81,2024-07-31,12534
comuna 4,63,2024-07-31,2032
comuna 15,59,2024-06-23,3288
comuna 2,62,2024-06-23,43891
comuna 16,39,2024-06-23,32853
comuna 2,61,2024-06-23,8066
comuna 7,29,2024-07-31,49937
comuna 1,16,2024-01-30,35433
comuna 2,58,2024-06-23,34660
comuna 12,23,2024-01-30,23341
comuna 5,33,2024-06-25,29930
comuna 11,91,2024-07-31,25362
comuna 5,39,2024-01-30,18103
comuna 3,20,2024-07-31,31553
comuna 9,46,2024-07-31,13229
comuna 7,61,2024-06-25,25482
comuna 4,43,2024-07-31,31415
comuna 15,14,2024-06-23,19711
comuna 1,11,2024-07-31,19687
comuna 13,41,2024-06-25,15450
comuna 5,79,2024-06-25,8687
comuna 5,39,2024-01-30,42814
comuna 10,37,2024-07-31,21195
comuna 7,29,2024-01-30,33221
comuna 3,33,2024-07-31,8826
comuna 13,92,2024-01-30,3529
comuna 7,75,2024-07-31,44740
comuna 13,72,2024-06-23,43278
comuna 8,52,2024-06-23,48585
comuna 10,67,2024-07-31,49213
comuna 4,33,2024-07-31,228
comuna 6,34,2024-06-25,49081
comuna 1,36,2024-07-31,3594
comuna 4,30,2024-07-31,46877
comuna 3,73,2024-01-30,49885
comuna 13,58,2024-06-23,6562
comuna 14,42,2024-01-30,14323
comuna 7,95,2024-07-31,25793
comuna 16,30,2024-06-25,33131
comuna 11,45,2024-06-23,30755
comuna 16,57,2024-06-25,45563
comuna 3,47,2024-01-30,47455
comuna 1,85,2024-06-25,21253
comuna 16,37,2024-01-30,21717
comuna 6,88,2024-01-30,21552
comuna 3,19,2024-01-30,44654
comuna 2,17,2024-06-25,23406
comuna 3,27,2024-06-25,40441
comuna 9,72,2024-07-31,6466
comuna 1,11,2024-01-30,49830
comuna 7,62,2024-07-31,11366
comuna 5,29,2024-01-30,49154
comuna 8,54,2024-01-30,23507
comuna 4,38,2024-06-23,29038
comuna 9,99,2024-01-30,31000
comuna 1,29,2024-06-25,6199
comuna 3,75,2024-06-23,30900
comuna 11,29,2024-06-25,26333
comuna 3,97,2024-01-30,29642
comuna 15,52,2024-06-23,34723
comuna 16,27,2024-06-23,44900
comuna 13,26,2024-01-30,33031
comuna 10,23,2024-06-23,40986
comuna 16,19,2024-07-31,17047
comuna 12,73,2024-06-25,49055
comuna 9,42,2024-06-23,608
comuna 2,30,2024-06-25,42468
comuna 11,54,2024-07-31,40942
comuna 8,43,2024-06-23,3360
comuna 9,28,2024-06-23,18926
comuna 1,90,2024-06-25,16595
comuna 14,96,2024-06-25,26272
comuna 11,75,2024-01-30,33149
comuna 1,26,2024-06-25,29445
comuna 3,96,2024-06-25,34694
comuna 16,66,2024-06-25,18321
comuna 2,46,2024-01-30,26866
comuna 13,34,2024-07-31,43080
comuna 9,67,2024-07-31,32571
comuna 16,10,2024-01-30,38995
comuna 10,76,2024-07-31,36716
comuna 11,55,2024-06-25,41016
comuna 15,42,2024-07-31,33161
comuna 9,66,2024-06-25,730
comuna 9,27,2024-07-31,18027
comuna 5,84,2024-06-23,18913
comuna 9,76,2024-06-25,24611
comuna 7,24,2024-07-31,41295
comuna 7,71,2024-01-30,24802
comuna 3,93,2024-07-31,355
comuna 7,75,2024-06-23,6894
comuna 5,14,2024-07-31,14575
comuna 6,45,2024-01-30,23354
comuna 7,87,2024-07-31,49232
comuna 5,34,2024-06-23,43767
comuna 5,57,2024-07-31,37745
comuna 16,80,2024-06-25,12271
comuna 1,69,2024-07-31,40863
comuna 16,29,2024-07-31,14389
comuna 8,79,2024-07-31,5203
comuna 9,52,2024-07-31,16635
comuna 3,58,2024-07-31,8892
comuna 13,34,2024-06-25,19107
comuna 6,92,2024-06-23,453
comuna 7,61,2024-06-25,20035
comuna 7,28,2024-07-31,48597
comuna 14,39,2024-01-30,22376
comuna 5,63,2024-01-30,48270
comuna 12,52,2024-01-30,1254
comuna 8,23,2024-06-25,26850
comuna 1,71,2024-06-23,15261
comuna 12,17,2024-07-31,153
comuna 1,66,2024-01-30,43811
comuna 4,72,2024-01-30,24635
comuna 3,36,2024-06-25,47388
comuna 4,16,2024-06-23,16719
comuna 13,65,2024-06-25,46084
comuna 1,30,2024-01-30,14368
comuna 16,83,2024-06-25,42148
comuna 15,85,2024-07-31,2423
comuna 2,74,2024-06-25,11382
comuna 16,41,2024-01-30,24982
comuna 13,66,2024-06-25,39961
comuna 9,21,2024-07-31,12340
comuna 14,70,2024-07-31,1941
comuna 14,93,2024-06-23,817
comuna 2,91,2024-06-23,9601
comuna 10,48,2024-07-31,199
comuna 16,62,2024-07-31,34405
comuna 12,58,2024-06-25,48420
comuna 15,75,2024-07-31,1471
comuna 10,93,2024-06-25,21263
comuna 12,91,2024-06-23,42229
comuna 9,24,2024-06-25,47051
comuna 9,97,2024-06-25,34397
comuna 9,24,2024-06-25,24247
comuna 9,54,2024-01-30,22642
comuna 12,55,2024-06-23,37166
comuna 1,87,2024-06-25,10698
comuna 13,45,2024-07-31,1660
comuna 13,75,2024-06-23,42952
comuna 5,65,2024-06-25,13833
comuna 4,83,2024-06-23,46434
comuna 8,72,2024-07-31,23976
comuna 6,93,2024-01-30,5849
comuna 5,33,2024-06-25,47906
comuna 4,33,2024-06-23,9914
comuna 10,44,2024-06-23,49908
comuna 13,32,2024-07-31,39421
comuna 13,78,2024-06-25,15624
comuna 1,100,2024-06-25,46955
comuna 7,51,2024-07-31,44788
comuna 4,45,2024-06-23,26617
comuna 11,54,2024-07-31,1024
comuna 10,58,2024-07-31,17452
comuna 8,54,2024-07-31,18423
comuna 7,27,2024-07-31,11628
comuna 13,64,2024-06-25,25338
comuna 15,73,2024-06-25,43191
comuna 1,37,2024-06-23,20839
comuna 1,48,2024-01-30,43818
comuna 15,47,2024-06-25,10627
comuna 12,55,2024-06-25,35772
comuna 7,38,2024-01-30,35562
comuna 6,44,2024-06-23,44451
comuna 15,26,2024-01-30,42209
comuna 10,37,2024-07-31,24038
comuna 10,54,2024-01-30,15319
comuna 11,78,2024-01-30,41853
comuna 11,37,2024-06-23,11224
comuna 15,13,2024-07-31,38248
comuna 9,63,2024-06-25,24528
comuna 1,47,2024-06-25,32150
comuna 11,27,2024-07-31,18402
comuna 1,57,2024-06-25,14865
comuna 8,65,2024-07-31,35082
comuna 2,13,2024-06-25,36848
comuna 6,43,2024-06-23,41057
comuna 13,31,2024-01-30,940
comuna 8,16,2024-06-23,15771
comuna 15,64,2024-07-31,16821
comuna 10,78,2024-01-30,34444
comuna 13,27,2024-06-23,9081
comuna 1,69,2024-07-31,42565
comuna 8,68,2024-06-25,2512
comuna 6,83,2024-06-25,44106
comuna 5,63,2024-06-23,11529
comuna 14,45,2024-07-31,45162
comuna 8,78,2024-06-25,17264
comuna 14,65,2024-01-30,44775
comuna 3,85,2024-07-31,43114
comuna 14,24,2024-06-23,26127
comuna 14,17,2024-07-31,11929
comuna 2,57,2024-01-30,14904
comuna 4,25,2024-06-25,11733
comuna 10,90,2024-06-25,7493
comuna 14,25,2024-01-30,2469
comuna 13,91,2024-06-25,15397
comuna 11,38,2024-06-25,19882
comuna 3,93,2024-01-30,18718
comuna 10,27,2024-07-31,13138
comuna 16,15,2024-06-25,20787
comuna 6,34,2024-06-23,429
comuna 11,23,2024-01-30,26889
comuna 5,49,2024-01-30,37583
comuna 16,100,2024-07-31,2719
comuna 14,30,2024-06-25,32894
comuna 13,38,2024-01-30,9341
comuna 16,78,2024-06-25,47377
comuna 12,49,2024-01-30,14531
comuna 10,78,2024-07-31,3915
comuna 5,22,2024-07-31,35021
comuna 7,41,2024-01-30,24022
comuna 7,100,2024-01-30,41530
comuna 14,35,2024-07-31,18128
comuna 1,91,2024-07-31,1923
comuna 8,34,2024-06-25,12398
comuna 13,41,2024-01-30,2257
